entry_time,exit_time,direction,pnl,duration_bars,zscore
2026-01-08 09:30:00+05:30,2026-01-08 14:00:00+05:30,SHORT,132.60000000000218,54,2.6334874710119003
2026-01-08 14:10:00+05:30,2026-01-08 14:15:00+05:30,LONG,8.75,1,0.1131517643466228
2026-01-08 15:05:00+05:30,2026-01-09 09:20:00+05:30,SHORT,9.5,6,0.12841419292957737
2026-01-09 13:45:00+05:30,2026-01-09 13:50:00+05:30,SHORT,9.849999999998545,1,0.13553665960159322
2026-01-09 13:55:00+05:30,2026-01-09 14:00:00+05:30,SHORT,1.25,1,-0.039472521482923004
2026-01-09 14:05:00+05:30,2026-01-09 14:35:00+05:30,SHORT,27.5,6,0.49471247892048725
2026-01-09 14:40:00+05:30,2026-01-09 14:45:00+05:30,SHORT,-12.650000000001455,1,-0.32233619788704415
2026-01-12 09:20:00+05:30,2026-01-12 12:40:00+05:30,SHORT,-163.25,40,-3.3870318573442937
2026-01-12 12:45:00+05:30,2026-01-12 12:50:00+05:30,LONG,15.900000000001455,1,0.25865358350415274
2026-01-12 12:55:00+05:30,2026-01-14 12:50:00+05:30,LONG,38.79999999999927,149,0.7246664029036548
2026-01-14 14:45:00+05:30,2026-01-14 15:00:00+05:30,LONG,-11.5,3,-0.29893380739315084
2026-01-16 10:50:00+05:30,2026-01-16 10:55:00+05:30,LONG,-8.349999999998545,1,-0.234831607344712
2026-01-16 11:05:00+05:30,2026-01-16 14:45:00+05:30,LONG,-125.39999999999782,44,-2.616787961524475
2026-01-16 15:15:00+05:30,2026-01-16 15:20:00+05:30,SHORT,-5.950000000000728,1,-0.18599183587930176
